STATUS,CONTAIN,DATE,CAPS_COUNT,WORDS,NUMBER_COUNTS,CAPS_RATIO,NUMBER_RATIO,TIME,TIME_OF_DAY,NIGHT
spam,"Mau tahu apakah pasangan benar-benar sayang sama kamu? Ayo buktikan dgn tips dari Meike Rose, tkn *123*504# Tarif Rp2.200/SMS, 2SMS/mgu. Info: 021 8308171. DSI7",3/20/2018 13:21,3,28,4,0.107142857,0.142857143,13,DAY,FALSE
ham,G-476591 is your Google verification code.,10/15/2017 12:50,0,7,1,0,0.142857143,12,DAY,FALSE
spam,Download aplikasi myIM3 skrg di im3.do/myIM3 dan dapatkan GRATIS 500MB YouTube & Instagram. Aktifkan paket gratisnya dari menu Direkomendasikan Untuk Anda.,8/16/2017 9:04,2,22,0,0.090909091,0,9,MORNING,FALSE
ham,Saya udah di depan loby bu,11/24/2017 10:51,0,6,0,0,0,10,DAY,FALSE
ham,17/03/2017 12:36:37 Silakan gunakan passcode 7570 untuk Login Go Mobile CIMB Niaga. Passcode bersifat RAHASIA. Jangan memberitahukan kepada siapapun!,3/17/2017 12:36,2,23,7,0.086956522,0.304347826,12,DAY,FALSE
ham,Udah beres sih,12/27/2017 12:18,0,3,0,0,0,12,DAY,FALSE
ham,"‭+62 812 93907360‬
B4164TKG",10/31/2017 16:44,1,5,2,0.2,0.4,16,DAY,FALSE
ham,"Registrasi paket Anda sedang diproses. Pastikan settingan APN : indosatgprs. User, passwd & proxy dikosongkan. Restart HP Anda setelah registrasi berhasil.",9/24/2017 13:29,2,19,0,0.105263158,0,13,DAY,FALSE
ham,"Registrasi paket Anda sedang diproses. Pastikan settingan APN: indosatgprs. User, passwd & proxy dikosongkan. Restart HP Anda setelah registrasi berhasil.",12/26/2017 8:21,2,19,0,0.105263158,0,8,MORNING,FALSE
spam,"Isi pulsa IM3 Ooredoo Rp150rb, Rp250rb, dan Rp500rb di Bank CIMB Niaga dapat bonus pulsa. Periode 1Mei-31Juli 2017. Info: www.indosatooredoo.com/promoniaga CMI2",7/25/2017 10:56,3,23,1,0.130434783,0.043478261,10,DAY,FALSE
ham,07/03/2017 07:17 TOP GOPAY CUSTOMER 085722688068 Nama:tiara Rp.100.000 ketik digit ke-2&1 PIN Anda,3/7/2017 7:24,4,19,9,0.210526316,0.473684211,7,MORNING,FALSE
ham,Ok,3/3/2017 20:14,0,1,0,0,0,20,NIGHT,TRUE
ham,Pelanggan Yth.Kiriman dari OKKY PUTRA tgl 28-12-2017 No.15892405794 sdg dlm proses pengiriman. status bisa dicek di www.posindonesia.co.id,12/28/2017 16:13,2,20,4,0.1,0.2,16,DAY,FALSE
ham,Sya udh di depan loby mbak,11/21/2017 8:56,0,6,0,0,0,8,MORNING,FALSE
ham,"Tokopedia - 187419 adalah kode verifikasi keamanan. Mohon tidak menyebarkan kode ke orang lain atau pihak Tokopedia, demi keamanan akun.",4/1/2018 13:30,0,19,1,0,0.052631579,13,DAY,FALSE
ham,BARU! Nikmati apps sehari-hari TANPA KUOTA dan DATA ROLLOVER sisa kuota utama kamu bisa di pakai sd setahun. Info *123# atau http://im3.do/mc,11/27/2017 19:41,5,26,1,0.192307692,0.038461538,19,NIGHT,TRUE
spam,"Hemat internetan saat Umroh cuma Rp199rb/30hr,bonus kuota internet 1GB.Berlaku di semua operator Arab Saudi.Tanpa setting & tanpa ganti kartu.Tkn *122*1*2# PAI2",3/3/2017 12:58,1,24,3,0.041666667,0.125,12,DAY,FALSE
ham,oya lupa bntar,3/26/2018 12:57,0,3,0,0,0,12,DAY,FALSE
spam,"Selamat pagi, posisi dimananya ya? Gojek",11/14/2017 8:53,0,6,0,0,0,8,MORNING,FALSE
ham,"Cashback IDR500,000 limited for first 100 cardholders + 0% upto 24 mos with Credit Card at Tory Burch boutiques Jakarta&Surabaya, till 31Mar'18. T&C. Info 14041",3/22/2018 10:00,1,27,5,0.037037037,0.185185185,10,DAY,FALSE
ham,TRF 8848000008242797 124930,1/22/2018 7:52,1,3,2,0.333333333,0.666666667,7,MORNING,FALSE
spam,"awas ketinggalan iRing HIVI!-Mata ke Hati (Acoustic Version), Rp.0,1/3hr prpnjngan Rp.3190 .Lngsung bls YA aja ya!",1/24/2018 8:32,2,20,1,0.1,0.05,8,MORNING,FALSE
spam,"AXIS Berbagi DISKON! Bronet 24jam 2GB CUMA 25rb,30hr (Norm 30,900) Balas YA, utk dapetin skrg. Internetan makin eksis krn diskon dr AXIS! Info838 AND01A",3/20/2018 15:53,7,25,0,0.28,0,15,DAY,FALSE
spam,"iRing keren cuman buat km, Rizki Ridho DAcademy-Terlanjur Sakit (DM17),Rp.0,1/3hr prpnjngan Rp.3190 dengan hnya bls YA lho!",11/5/2017 13:25,2,22,1,0.090909091,0.045454545,13,DAY,FALSE
ham,my headphoneeee noooooo,10/18/2017 14:36,0,3,0,0,0,14,DAY,FALSE
ham,waduh lupa ok nanti,2/23/2018 11:11,0,4,0,0,0,11,DAY,FALSE
spam,"Hi 6285722688068, kamu beruntung mendapatkan kesempatan GRATIS PULSA INDOSAT, cek di *689*15#",1/30/2018 19:42,3,13,3,0.230769231,0.230769231,19,NIGHT,TRUE
ham,03/08/2017 11:31:09 Silakan gunakan passcode 6590 untuk Login Go Mobile CIMB Niaga. Passcode bersifat RAHASIA. Jangan memberitahukan kepada siapapun!,8/3/2017 11:31,2,23,7,0.086956522,0.304347826,11,DAY,FALSE
ham,opal gimana nek?,4/23/2018 8:14,0,3,0,0,0,8,MORNING,FALSE
ham,Harap masukkan 8544 di LINE dalam 30 menit.,11/20/2017 22:11,1,8,2,0.125,0.25,22,NIGHT,TRUE
spam,Kamu pakai internet dg tarif per KB.Pemakaian sampai saat ini Rp 14704. Beli FREEDOMCOMBO! Nikmati apps TANPA KUOTA dan DATA ROLLOVER. Beli*123# atau im3.do/mc,7/19/2017 2:55,5,27,2,0.185185185,0.074074074,2,MORNING,FALSE
spam,YEAY! Free Ice Tea atau Cashback up to 30% dg transaksi  di AH Resto! Hanya untuk pengguna TCASH TAP. S&K Berlaku. Info tsel.me/tappromo,2/22/2017 8:29,4,25,1,0.16,0.04,8,MORNING,FALSE
ham,Telegram code 89789,3/28/2018 13:21,0,3,1,0,0.333333333,13,DAY,FALSE
ham,Ya mohon ditungu,7/13/2017 14:58,0,3,0,0,0,14,DAY,FALSE
ham,eh ran kita nungguin deket mobil aja ya,6/17/2017 17:37,0,8,0,0,0,17,DAY,FALSE
spam,"Ayo diaktifkan iRing KERENnya, Nikita Willy-Blowed Rp.0,1/3hr prpnjngan Rp.3190 hnya dgn balas YA!",2/14/2018 7:04,1,17,1,0.058823529,0.058823529,7,MORNING,FALSE
spam,"Sisa kuota 10 MB. Beli ExtraKuota/Upgrade FreedomCombo, nikmati BONUS KUOTA sd 10GB disemua jaringan& DataRollover. Kelebihan pakai kena tarif perKB. Info *123",12/25/2017 22:13,4,23,2,0.173913043,0.086956522,22,NIGHT,TRUE
ham,TOP TAPCASH 082240984460 50000 ,8/17/2017 15:23,2,4,2,0.5,0.5,15,DAY,FALSE
ham,25/01/2018 08:48 TOP GOPAY CUSTOMER 085722688068 Nama:tiara Rp.100.000 ketik digit ke-1&5 PIN Anda,1/25/2018 8:48,4,19,9,0.210526316,0.473684211,8,MORNING,FALSE
ham,Y bu,2/28/2017 8:28,0,2,0,0,0,8,MORNING,FALSE
spam,"Eksplorasi alam Jambi lewat Festival Geopark Merangin, 11-14 Sept'17. Info Lengkap: bit.ly/FGMJ17",9/10/2017 12:41,1,15,3,0.066666667,0.2,12,DAY,FALSE
ham,"Pang meuliken 
heula pulsa bpa 
anu 10 ribu we ke 
di gantian ku bpa 
ieu nomor na nya. 
085756625680

",4/4/2018 12:06,0,19,2,0,0.105263158,12,DAY,FALSE
spam,GRATIS UNLIMITED YOUTUBE+INTERNET 10GB+CHAT&SOSMED+SMS+NELPON selama 30hari.Data Rollover.PROMO 100Rb (Normal 115rb). MAU? Tekan C25 kirim SMS ke 929 sekarang,2/22/2018 6:46,11,23,1,0.47826087,0.043478261,6,MORNING,FALSE
spam,"Info dana tunai cepat JAMlNAN B -- P -- K -- B Mobil/Truk Leasing resmi Pencairan besar,bunga ringan,TANPA BI CHECKING.

PENDI
SMS/TELP/Whatsapp 081213000835",1/11/2018 8:27,6,25,1,0.24,0.04,8,MORNING,FALSE
ham,Uangnya kirim aja ke Rek BRI A/N: EGI BAHTIYAR 4066-0100-6873-538. Sms aja klu udah dikirim.,3/13/2017 10:31,3,19,4,0.157894737,0.210526316,10,DAY,FALSE
ham,"Halo, ini dengan Burhan? aku Tiara STI'12 mau tanya tentang donor taufiq nih",6/20/2017 9:45,1,14,1,0.071428571,0.071428571,9,MORNING,FALSE
ham,Ok,11/27/2017 9:55,0,1,0,0,0,9,MORNING,FALSE
spam,"BRONET 24Jam 2GB hny Rp24.900 (normal Rp29.900) bisa buat nonton IFLIX dg beli di *123*888# / AXISNET.Yuk, beli paketnya spy WEEKND-mu SERU..!! Info838.AXIS007",3/16/2018 21:19,6,25,2,0.24,0.08,21,NIGHT,TRUE
ham,"Syukurlah,baru nnk mau nanya sdh dpt atau blm",9/24/2017 10:11,0,9,0,0,0,10,DAY,FALSE
ham,Sedang bosan bro,12/26/2017 10:50,0,3,0,0,0,10,DAY,FALSE
ham,Udh nyampe ?,3/25/2018 21:33,0,2,0,0,0,21,NIGHT,TRUE
spam,"AGAR TDK DIBLOKIR,sgr registrasi ulang kartu prabayar Anda.Tlp dan SMS keluar diblokir mulai 1-31 Maret 2018.Ketik ULANG#NIK#No.KK SMS ke 4444.Info 838",3/13/2018 19:20,7,27,5,0.259259259,0.185185185,19,NIGHT,TRUE
spam,Kamu bisa SMSan Sepuasnya mulai Rp 1.000. Aktifkan sekarang juga dengan tekan menu *123*11# atau klik http://im3.do/sms untuk info lebih lanjut,9/12/2017 7:57,0,25,3,0,0.12,7,MORNING,FALSE
ham,"yuk, dah gitu main ajaa",12/26/2017 12:10,0,5,0,0,0,12,DAY,FALSE
spam,"TIPS HEMAT DATA: pakai resolusi 480p ketika menonton video online, temukan di setting layanan video yg kamu nikmati. Ini akan membuat pemakaian data lbh hemat",2/17/2017 13:32,3,25,0,0.12,0,13,DAY,FALSE
ham,"pak saya di apartemen aspen residence, nanti masuk aja ya ke 😘😘",11/21/2017 8:54,0,13,0,0,0,8,MORNING,FALSE
ham,"BUKALAPAK
Tagihan BL171128X4WQINV
Trf tepat Rp202.453 ke
BCA 7310252527
MANDIRI 0700000899992
BNI 0238272088
BRI 034101000743303
Sblm 07 Mar 08.56 WIB",3/6/2017 20:56,7,20,6,0.35,0.3,20,NIGHT,TRUE
spam,Cuma nonton film bisa dpt kesempatan punya handphone? Caranya cukup download iflix skrg di im3.do/iflix dan tonton filmnya. Info hubungi website kami. CVI6,2/28/2017 16:56,1,25,0,0.04,0,16,DAY,FALSE
spam,"(AXIS) Kamu sdg internetan tanpa paket internet. Pulsa kamu saat ini 78. Lebih IRIT dgn aktifkan paket Internet AXIS, telp *123*887# sekarang! Info838",1/17/2018 8:12,3,24,3,0.125,0.125,8,MORNING,FALSE
ham,usage,2/25/2017 15:00,0,1,0,0,0,15,DAY,FALSE
spam,"KHUSUS untuk kamu! Bisa bebas dengerin musik, bikin playlist sepuasnya, dan tanpa iklan dgn Spotify Premium. Ayo aktifkan sekarang juga di *123*123# CVI1",2/24/2017 8:52,2,24,2,0.083333333,0.083333333,8,MORNING,FALSE
spam,BEBAS INTERNETAN Selama 1 Bulan cuma Rp100rb. Free Unlimited Apps+Streaming. Tekan *123# Sekarang Dan Pilih Paket Favoritmu! CVI6,12/1/2017 10:13,3,19,2,0.157894737,0.105263158,10,DAY,FALSE
ham,"Traveloka.com: Your E-ticket Summary
22-Aug-2017 / 14:45 / BD-GMR / 4XE5PH
Name: TIARA DWIPUTRI
Total: 1 passenger(s)",8/20/2017 17:18,5,20,5,0.25,0.25,17,DAY,FALSE
spam,TOPUP pulsa Rp 25000 berhasil via SMSBANKING CIMB_NIAGA kode trx 0103092504860181. Pulsa anda saat ini Rp 22631. Terima kasih telah menggunakan INDOSAT OOREDOO,1/3/2018 9:25,5,23,3,0.217391304,0.130434783,9,MORNING,FALSE
ham,14/03/2017 07:55:13 Silakan gunakan passcode 5777 untuk Login Go Mobile CIMB Niaga. Passcode bersifat RAHASIA. Jangan memberitahukan kepada siapapun!,3/14/2017 7:55,2,23,7,0.086956522,0.304347826,7,MORNING,FALSE
ham,11/12/2017 08:56:28 Ref 1211007960 Passcode 0127 untuk LOGIN Go Mobile CIMB Niaga. Passcode bersifat RAHASIA. Jangan beri ke siapapun!,12/11/2017 8:56,3,23,8,0.130434783,0.347826087,8,MORNING,FALSE
ham,oke,6/15/2017 18:34,0,1,0,0,0,18,NIGHT,TRUE
ham,usage,6/29/2017 14:16,0,1,0,0,0,14,DAY,FALSE
ham,"ohkeey, trf aja bisa ya? kayaknya langsung pulang aja, bisa diambil malam2 ngga ya Dok? oh iya saya nggak punya carrier nanti kucingnya dibawanya sama dokter bisa ya?",3/15/2017 7:12,0,28,0,0,0,7,MORNING,FALSE
ham,Ini sesuai aplikasi y? Gojek...,7/13/2017 14:16,0,5,0,0,0,14,DAY,FALSE
ham,"09/12/2017 14:06 Trf Rp 89995 ke 8848000008197527 an.TIKET.COM-Tiar.Utk diproses,reply sms ini,ketik digit ke-5&4 PIN Anda",12/9/2017 14:06,1,23,9,0.043478261,0.391304348,14,DAY,FALSE
ham,KITABISA.COM: Segera transfer TEPAT Rp 200.153 ke rek BNI 7878078003 an. YAYASAN KITA BISA utk donasi #331963 sebelum 12 Mar 07:41 WIB,3/10/2017 7:42,7,23,6,0.304347826,0.260869565,7,MORNING,FALSE
spam,Jaga kerahasiaan PIN TCASH Anda. Jgn pinjamkan stiker TCASH & beri PIN kpd orang lain. Ubah PIN secara berkala. Info akses *800# / aplikasi TWALLET.,3/4/2017 8:44,6,23,1,0.260869565,0.043478261,8,MORNING,FALSE
ham,Ya udh ibu turun,10/31/2017 17:24,0,4,0,0,0,17,DAY,FALSE
spam,"AGAR TDK DIBLOKIR,sgr registrasi ulang kartu prabayar Anda.Tlp dan SMS keluar diblokir mulai 1-31 Maret 2018.Ketik ULANG#NIK#No.KK SMS ke 4444.Info 838",3/14/2018 16:26,7,27,5,0.259259259,0.185185185,16,DAY,FALSE
ham,SAL,7/15/2017 7:03,1,1,0,1,0,7,MORNING,FALSE
ham,pak saya di apartemen residence tower A ya.. yang di sebelah one bell park,6/5/2017 7:58,0,14,0,0,0,7,MORNING,FALSE
ham,Ku di deket deket lotte,12/27/2017 14:00,0,5,0,0,0,14,DAY,FALSE
ham,Sayang sekali pulsa kamu tdk cukup utk berlangganan Spotify Premium. Isi ulang pulsa di topup.indosatooredoo.com &  daftar kembali di *123*123#,3/17/2017 10:22,0,20,2,0,0.1,10,DAY,FALSE
ham,ok sy k lokasi,11/14/2017 12:43,0,4,0,0,0,12,DAY,FALSE
ham,G-265463 is your Google verification code.,10/8/2017 7:55,0,7,1,0,0.142857143,7,MORNING,FALSE
ham,Pak saya di arundina ya,4/26/2017 9:37,0,5,0,0,0,9,MORNING,FALSE
ham,usage,7/19/2017 2:20,0,1,0,0,0,2,MORNING,FALSE
spam,"Kamu internetan dg tarif perKB, pemakaian sampai saat ini 12600. Ayo beli FreedomCombo,Nikmati BONUS KUOTA sd 10GB dismua jaringan & DATAROLLOVER. Info*123#",10/30/2017 12:03,4,23,2,0.173913043,0.086956522,12,DAY,FALSE
ham,"09/04/2018 19:36 Pada No. Rek 378088918 ada dana keluar sebesar Rp 150.000,00. Saldo akhir: Rp 1.956.098,00.Berita: TARIK TUNAI.",4/9/2018 19:37,2,22,6,0.090909091,0.272727273,19,NIGHT,TRUE
ham,09/07/2017 18:30:57 Silakan gunakan passcode 5786 untuk Login Go Mobile CIMB Niaga. Passcode bersifat RAHASIA. Jangan memberitahukan kepada siapapun!,7/9/2017 18:30,2,23,7,0.086956522,0.304347826,18,NIGHT,TRUE
ham,"Go Mobile
31Jul17 14:34
7562550937
Transfer Dana
D 0076078351xxx0
C 1770100731002
TOKOPEDIA
IDR 48,182.00
Sukses.",7/31/2017 14:34,2,16,4,0.125,0.25,14,DAY,FALSE
spam,GRATIS UNLIMITED YOUTUBE PLUS INTERNET 7GB + CHAT & SOSMED + SMS selama 30hari. Data Rollover. PROMO 70Rb (Normal 80rb). MAU? Tekan OK kirim SMS ke 929 sd 10/03/18,3/8/2018 10:18,13,28,4,0.464285714,0.142857143,10,DAY,FALSE
ham,"Mba,di sms in aj alamatny",7/18/2017 13:45,0,6,0,0,0,13,DAY,FALSE
ham,Mi Account verification code: 6994. This OTP expires in 5 minutes.,11/19/2017 15:15,1,11,2,0.090909091,0.181818182,15,DAY,FALSE
ham,Wah hahaha,12/27/2017 12:49,0,2,0,0,0,12,DAY,FALSE
ham,"18/01/2018 11:29 Pada No. Rek 378088918 ada dana keluar sebesar Rp 150.000,00. Saldo akhir: Rp 2.958.354,00.Berita: TARIK TUNAI.",1/18/2018 11:29,2,22,6,0.090909091,0.272727273,11,DAY,FALSE
ham,"Uber: Anda mendapatkan potongan 50% hingga Rp 5000, untuk 10 perjalanan uberMOTOR Anda. Ayo pesan Uber-mu sekarang! http://t.uber.com/nguber",9/24/2017 23:40,0,21,3,0,0.142857143,23,NIGHT,TRUE
spam,"Pelanggan Yth, Pulsa Anda tdk cukup. Tersedia PULSA SIAGA utk Anda, pembyran dilakukan saat isi pulsa, hub *911# atau bls SMS ini ktk 0",1/6/2018 17:38,3,24,2,0.125,0.083333333,17,DAY,FALSE
spam,KESERUAN di JUMAT BAIK!! Hari ini promo BRONET DAYZ 8GB 30hr hny Rp49.000 dg akses *123*888# dr HP. Kuota bisa dipake di Jaringan 2G/3G/4G. Info838. AXIS007,3/30/2018 10:13,8,29,2,0.275862069,0.068965517,10,DAY,FALSE
ham,"pak saya di tower A apartemen aspen residence, nanti masuk ke loby nya aja ya",11/29/2017 8:53,0,15,0,0,0,8,MORNING,FALSE
spam,"The terminal cannot be configured remotely, please contact Customer support for further assistance",2/17/2018 14:54,0,13,0,0,0,14,DAY,FALSE
ham,"Sisa kuota Kuota Utama : 2.0 GB, Kuota Bonus 4G : 3.0 GB, Kuota Malam: 5.0 GB, Kuota Aplikasi: 2.0 GB. Beli Extra Kuota/upgrade Fredoom Combo di *123#",11/1/2017 10:03,4,27,5,0.148148148,0.185185185,10,DAY,FALSE
ham,iya win ini ke mcd,9/18/2017 13:18,0,5,0,0,0,13,DAY,FALSE
ham,"07/01/2018 18:59 Pada No. Rek 378088918 ada dana keluar sebesar Rp 209.000,00. Saldo akhir: Rp 4.063.794,00.Berita: TRF PAY TOP UP ECHANNEL.",1/7/2018 19:00,5,25,6,0.2,0.24,19,NIGHT,TRUE
ham,B 6494 UVC,9/24/2017 13:52,1,3,1,0.333333333,0.333333333,13,DAY,FALSE
spam,"Kamu internetan dg tarif perKB, pemakaian sampai saat ini 16200. Ayo beli FreedomCombo,Nikmati BONUS KUOTA sd 10GB dismua jaringan & DATAROLLOVER. Info*123#",9/17/2017 9:31,4,23,2,0.173913043,0.086956522,9,MORNING,FALSE
ham,"Mba maaf gaada uang parkir saya mba
Sya sudah sampe depan tower a",11/29/2017 8:59,0,13,0,0,0,8,MORNING,FALSE
ham,Transaksi mudah dgn Go Mobile di tanganmu! Update sekarang di AppStore/GooglePlay. CIMB Niaga tdk prnh meminta user ID/passcode/PIN dgn alasan apapun.Info 14041,11/6/2017 10:30,3,25,1,0.12,0.04,10,DAY,FALSE
ham,"Registrasi paket Anda sedang diproses. Pastikan settingan APN : indosatgprs. User, passwd & proxy dikosongkan. Restart HP Anda setelah registrasi berhasil.",10/18/2017 14:48,2,19,0,0.105263158,0,14,DAY,FALSE
spam,"Anda sedang dlm masa blokir. Sesuai dengan Peraturan Pemerintah, segera Registrasi Ulang dgn kirim SMS ke 4444, ketik ULANG#NIK(Nomor KTP)#Nomor Kartu Keluarga#",3/26/2018 23:54,4,25,1,0.16,0.04,23,NIGHT,TRUE
ham,Selamat!Nikmati 100MB internet dijaringan data kuat IndosatOoredoo. Pkt Internet 100MB Rp10.000/7 hari Aktif sd 12/10/2017 16:47. Klebihan pakai:Rp2/KB. Info *123# atau im3.do/mc,10/5/2017 16:47,3,30,7,0.1,0.233333333,16,DAY,FALSE
spam,"AGAR TDK DIBLOKIR,sgr registrasi ulang kartu prabayar Anda.Tlp dan SMS keluar diblokir mulai 1-31 Maret 2018.Ketik ULANG#NIK#No.KK SMS ke 4444.Info 838",3/6/2018 19:39,7,27,5,0.259259259,0.185185185,19,NIGHT,TRUE
ham,(CITITRANS)CT: Pesanan anda tujuan Fatmawati-Dipati Ukur pd 2017-10-18 06:45:00 dgn no kursi 4 tercatat dgn kode booking BOAP17101123189,10/17/2017 21:56,3,24,7,0.125,0.291666667,21,NIGHT,TRUE
spam,"March Special Offer! Beli 1 Gratis 1 semua jenis minuman, berlaku di seluruh gerai STARBUCKS. Tunjukkan SMS ini hari ini. S&K berlaku. Promo *606#",3/14/2017 9:04,2,25,3,0.08,0.12,9,MORNING,FALSE
spam,"AGAR TDK DIBLOKIR,sgr registrasi ulang kartu prabayar Anda.Tlp dan SMS keluar diblokir mulai 1-31 Maret 2018.Ketik ULANG#NIK#No.KK SMS ke 4444.Info 838",3/18/2018 12:04,7,27,5,0.259259259,0.185185185,12,DAY,FALSE
ham,"16/12/2017 11:52 Pada No. Rek 378088918 ada dana keluar sebesar Rp 250.000,00. Saldo akhir: Rp 328.691,00.Berita: PENARIKAN TUNAI.",12/16/2017 11:52,2,22,6,0.090909091,0.272727273,11,DAY,FALSE
ham,Aduhhh mba mohon maaf...sy ga bisa mba...mohon maaf ya mba,12/29/2017 18:01,0,12,0,0,0,18,NIGHT,TRUE
spam,Dptkan harga PROMO utk pembelian/perpanjangan FreedomCombo & Freedom Internet Plus. Nikmati DATA ROLLOVER setiap beli pkt dgn harga sama/lbh bsr. Tkn *123# PAI4,9/6/2017 12:18,4,24,1,0.166666667,0.041666667,12,DAY,FALSE
ham,Bu tempatnya kga ketemu saya cari saya cencel aja ya ,2/5/2018 18:16,0,10,0,0,0,18,NIGHT,TRUE
ham,"Waspada penipuan! Bank dan stafnya tidak pernah meminta data rahasia seperti PIN, password, passcode, user ID untuk alasan apapun. Info 14041",3/23/2018 12:09,2,21,1,0.095238095,0.047619048,12,DAY,FALSE
ham,"Aku lg di jalan td, oke oke",12/29/2017 13:24,0,7,0,0,0,13,DAY,FALSE
ham,TOP GOPAY CUSTOMER 085722688068 200000 ,12/2/2017 10:30,3,5,2,0.6,0.4,10,DAY,FALSE
ham,gopay,10/20/2017 12:41,0,1,0,0,0,12,DAY,FALSE
ham,"Assalamualaikum, Dr. Indah, ini saya Tiara, yang rumahnya di Bukit Permai, mau tanya kalau hari Minggu dokter ada praktek nggak ya?",5/14/2017 8:56,0,21,0,0,0,8,MORNING,FALSE
spam,"Kamu berada di jaringan 4G, trs internetan dgn Kuota4G. Nikmati akses APPS & YouTube SEPUASNYA, BONUS KUOTA, serta Data Rollover dgn Freedom Combo. Info *123#",11/12/2017 7:03,4,24,1,0.166666667,0.041666667,7,MORNING,FALSE
ham,"Sisa kuota Kuota Utama: 2.0 GB, Kuota Malam 01.00-06.00: 9.8 GB, Kuota Aplikasi: 1.0 GB. Beli EXTRA Kuota atau upgrade paket sekarang! Tekan *123# atau im3.do/",12/8/2017 9:53,4,28,6,0.142857143,0.214285714,9,MORNING,FALSE
spam,"Hai sahabat IM3 Ooredoo, apakah Anda tahu tentang cara baru pembayaran elektronik dengan PayPro?Balas ketik YA6 jika tahu atau TDK6 jika tdk tahu.GRATIS",10/17/2017 14:43,3,24,0,0.125,0,14,DAY,FALSE
ham,"Anda tdaftar di Super Internet Unlimited Rp 6,900/Hari ,berlaku sd 19/10/2017 14:48. Kelebihan pemakaian menggunakan tarif perKB. Cek Kuota/Beli Extra:*123# atau im3.do/MC",10/18/2017 14:48,1,30,6,0.033333333,0.2,14,DAY,FALSE
spam,(AXIS) Kuota utama paket internet kamu telah digunakan seluruhnya. Penggunaan selanjutnya akan dikenakan tarif normal ya. Info838,3/21/2018 11:18,1,17,0,0.058823529,0,11,DAY,FALSE
spam,"Harga baru BRONET 24Jam 8GB hny Rp59.900 di RAWIT dg akses *123*888# /app AXISnet dr HP. BONUS 1GB setelah pembelian, berlaku di semua jaringan.Info838.AXIS007",1/24/2018 15:41,7,26,2,0.269230769,0.076923077,15,DAY,FALSE
spam,"Ayo diaktifkan iRing KERENnya, Last Child-Tak Pernah Ternilai Rp.0,1 hnya dgn balas YA!",9/26/2017 14:05,1,15,0,0.066666667,0,14,DAY,FALSE
ham,usage,6/5/2017 7:38,0,1,0,0,0,7,MORNING,FALSE
spam,"Selamat...SIM CARD
Anda terpilih menjadi
Pemenang dari
Pesta ISI ULANG
MOBOINDOSAT
PIN PEMENANG JK25FGR
info lengkap kunjungi
www.kejutanmobo.cf",8/5/2017 7:13,8,19,0,0.421052632,0,7,MORNING,FALSE
ham,Iya mba,1/6/2018 17:41,0,2,0,0,0,17,DAY,FALSE
spam,Km baru saja akses Apps Sehari-hari terpopuler.Nikmati akses YOUTUBE ga habis habis dgn beli pkt Unlimited HANYA di *123# atau myIM3 http://im3.do/m3,3/4/2018 1:05,2,26,1,0.076923077,0.038461538,1,MORNING,FALSE
ham,"hahaha gapunya kuotaa, terus di rumah aku jg m3 gaada sinyalnya haha nanti aku kabarin yaa kalau sudah stabil internetnya",10/9/2017 21:55,0,20,0,0,0,21,NIGHT,TRUE
ham,plat nomornya berapa ya Pak?,7/21/2017 6:58,0,5,0,0,0,6,MORNING,FALSE
ham,"Bilang sama dd dia
 tdk bisa pake hpnya
Kt dr tdk apa2 dia juga heran mmh bilang tdk mkn sama sekali 2hari,terachir mkn sabtu pagi sedikit.tp diperiksa panas tdk,dehidrasi tdk,perut di pencet2 tdk ada apa2,mencret/muntah tdk.Trs td disuntik vit aja 2 kali dan ditawari beli mkn yg cair dan ktnya bagus banyak vitnya",4/23/2018 20:39,0,58,1,0,0.017241379,20,NIGHT,TRUE
spam,"ngOBROL 24Jam Sepuasnya ke semua nomor IndosatOoredoo. Harga paket mulai Rp3rb, aktifkan di *123*999# atau http://im3.do/ObR untuk info lebih lanjut",8/26/2017 16:52,0,24,2,0,0.083333333,16,DAY,FALSE
spam,Sisa kuota bonus 4G kamu 299 MB. Terus nikmati internetan di jaringan Indosat Ooredoo. Cek Kuota *123# atau http://im3.do/mc,8/11/2017 13:48,1,22,2,0.045454545,0.090909091,13,DAY,FALSE
spam,"Kamu berada di jaringan 4G, trs internetan dgn Kuota4G. Nikmati akses APPS & YouTube SEPUASNYA, BONUS KUOTA, serta Data Rollover dgn Freedom Combo. Info *123#",11/20/2017 18:44,4,24,1,0.166666667,0.041666667,18,NIGHT,TRUE
ham,masih lama Pak? saya udh rada telat soalnya,3/29/2017 8:03,0,8,0,0,0,8,MORNING,FALSE
spam,Anda berhenti berlangganan Nelpon Seharian. Nikmati kebebasan berkomunikasi dengan daftar Paket Nelpon tekan *123#,12/22/2017 21:35,0,14,1,0,0.071428571,21,NIGHT,TRUE
spam,"Pelanggan Yth, Pulsa Anda tdk mencukupi. Tersedia PULSA SIAGA utk Anda, pembyran dilakukan saat isi pulsa, hub *911# atau bls SMS ini ktk 0",3/14/2018 15:17,3,24,2,0.125,0.083333333,15,DAY,FALSE
spam,"Jangan buang seribu kamu, bisa untuk beli Paket Yellow 1GB lho. Internetan dgn KUOTA UTAMA 1GB, 24 jam penuh. Harga hemat cuma Rp1.000. Tekan *123*111*1*1# CPI1",4/8/2018 13:01,5,29,5,0.172413793,0.172413793,13,DAY,FALSE
